# energy dos
-2.976879999999999882e+01 0.000000000000000000e+00
-2.975519999999999854e+01 0.000000000000000000e+00
-2.974159999999999826e+01 0.000000000000000000e+00
-2.972799999999999798e+01 0.000000000000000000e+00
-2.971449999999999747e+01 0.000000000000000000e+00
-2.970089999999999719e+01 0.000000000000000000e+00
-2.968730000000000047e+01 0.000000000000000000e+00
-2.967370000000000019e+01 0.000000000000000000e+00
-2.966009999999999991e+01 0.000000000000000000e+00
-2.964649999999999963e+01 0.000000000000000000e+00
-2.963289999999999935e+01 0.000000000000000000e+00
-2.961929999999999907e+01 0.000000000000000000e+00
-2.960569999999999879e+01 0.000000000000000000e+00
-2.959209999999999852e+01 0.000000000000000000e+00
-2.957849999999999824e+01 0.000000000000000000e+00
-2.956489999999999796e+01 0.000000000000000000e+00
-2.955129999999999768e+01 0.000000000000000000e+00
-2.953779999999999717e+01 0.000000000000000000e+00
-2.952420000000000044e+01 0.000000000000000000e+00
-2.951060000000000016e+01 0.000000000000000000e+00
-2.949699999999999989e+01 0.000000000000000000e+00
-2.948339999999999961e+01 0.000000000000000000e+00
-2.946979999999999933e+01 0.000000000000000000e+00
-2.945619999999999905e+01 0.000000000000000000e+00
-2.944259999999999877e+01 0.000000000000000000e+00
-2.942899999999999849e+01 0.000000000000000000e+00
-2.941539999999999822e+01 0.000000000000000000e+00
-2.940179999999999794e+01 0.000000000000000000e+00
-2.938819999999999766e+01 0.000000000000000000e+00
-2.937469999999999715e+01 0.000000000000000000e+00
-2.936110000000000042e+01 0.000000000000000000e+00
-2.934750000000000014e+01 0.000000000000000000e+00
-2.933389999999999986e+01 0.000000000000000000e+00
-2.932029999999999959e+01 0.000000000000000000e+00
-2.930669999999999931e+01 0.000000000000000000e+00
-2.929309999999999903e+01 0.000000000000000000e+00
-2.927949999999999875e+01 0.000000000000000000e+00
-2.926589999999999847e+01 0.000000000000000000e+00
-2.925229999999999819e+01 0.000000000000000000e+00
-2.923869999999999791e+01 0.000000000000000000e+00
-2.922509999999999764e+01 0.000000000000000000e+00
-2.921149999999999736e+01 0.000000000000000000e+00
-2.919800000000000040e+01 0.000000000000000000e+00
-2.918440000000000012e+01 0.000000000000000000e+00
-2.917079999999999984e+01 0.000000000000000000e+00
-2.915719999999999956e+01 0.000000000000000000e+00
-2.914359999999999928e+01 0.000000000000000000e+00
-2.912999999999999901e+01 0.000000000000000000e+00
-2.911639999999999873e+01 0.000000000000000000e+00
-2.910279999999999845e+01 0.000000000000000000e+00
-2.908919999999999817e+01 0.000000000000000000e+00
-2.907559999999999789e+01 0.000000000000000000e+00
-2.906199999999999761e+01 0.000000000000000000e+00
-2.904839999999999733e+01 0.000000000000000000e+00
-2.903490000000000038e+01 0.000000000000000000e+00
-2.902130000000000010e+01 0.000000000000000000e+00
-2.900769999999999982e+01 0.000000000000000000e+00
-2.899409999999999954e+01 5.199999999999999761e-03
-2.898049999999999926e+01 2.501999999999999780e-01
-2.896689999999999898e+01 5.086100000000000065e+00
-2.895329999999999870e+01 4.538709999999999667e+01
-2.893969999999999843e+01 1.857821000000000140e+02
-2.892609999999999815e+01 3.693548999999999864e+02
-2.891249999999999787e+01 3.931861999999999853e+02
-2.889889999999999759e+01 3.172346000000000004e+02
-2.888529999999999731e+01 3.457475000000000023e+02
-2.887169999999999703e+01 4.508886999999999716e+02
-2.885820000000000007e+01 4.716252000000000066e+02
-2.884459999999999980e+01 2.748030999999999722e+02
-2.883099999999999952e+01 7.430299999999999727e+01
-2.881739999999999924e+01 8.797900000000000276e+00
-2.880379999999999896e+01 4.460999999999999965e-01
-2.879019999999999868e+01 9.499999999999999764e-03
-2.877659999999999840e+01 1.000000000000000048e-04
-2.876299999999999812e+01 0.000000000000000000e+00
-2.874939999999999785e+01 0.000000000000000000e+00
-2.873579999999999757e+01 0.000000000000000000e+00
-2.872219999999999729e+01 0.000000000000000000e+00
-2.870859999999999701e+01 0.000000000000000000e+00
-2.869510000000000005e+01 0.000000000000000000e+00
-2.868149999999999977e+01 0.000000000000000000e+00
-2.866789999999999949e+01 0.000000000000000000e+00
-2.865429999999999922e+01 0.000000000000000000e+00
-2.864069999999999894e+01 0.000000000000000000e+00
-2.862709999999999866e+01 0.000000000000000000e+00
-2.861349999999999838e+01 0.000000000000000000e+00
-2.859989999999999810e+01 0.000000000000000000e+00
-2.858629999999999782e+01 0.000000000000000000e+00
-2.857269999999999754e+01 0.000000000000000000e+00
-2.855909999999999727e+01 0.000000000000000000e+00
-2.854549999999999699e+01 0.000000000000000000e+00
-2.853190000000000026e+01 0.000000000000000000e+00
-2.851839999999999975e+01 0.000000000000000000e+00
-2.850479999999999947e+01 0.000000000000000000e+00
-2.849119999999999919e+01 0.000000000000000000e+00
-2.847759999999999891e+01 0.000000000000000000e+00
-2.846399999999999864e+01 0.000000000000000000e+00
-2.845039999999999836e+01 0.000000000000000000e+00
-2.843679999999999808e+01 0.000000000000000000e+00
-2.842319999999999780e+01 0.000000000000000000e+00
-2.840959999999999752e+01 0.000000000000000000e+00
-2.839599999999999724e+01 0.000000000000000000e+00
-2.838239999999999696e+01 0.000000000000000000e+00
-2.836880000000000024e+01 0.000000000000000000e+00
-2.835529999999999973e+01 0.000000000000000000e+00
-2.834169999999999945e+01 0.000000000000000000e+00
-2.832809999999999917e+01 0.000000000000000000e+00
-2.831449999999999889e+01 0.000000000000000000e+00
-2.830089999999999861e+01 0.000000000000000000e+00
-2.828729999999999833e+01 0.000000000000000000e+00
-2.827369999999999806e+01 0.000000000000000000e+00
-2.826009999999999778e+01 0.000000000000000000e+00
-2.824649999999999750e+01 0.000000000000000000e+00
-2.823289999999999722e+01 0.000000000000000000e+00
-2.821930000000000049e+01 0.000000000000000000e+00
-2.820570000000000022e+01 0.000000000000000000e+00
-2.819209999999999994e+01 0.000000000000000000e+00
-2.817859999999999943e+01 0.000000000000000000e+00
-2.816499999999999915e+01 0.000000000000000000e+00
-2.815139999999999887e+01 0.000000000000000000e+00
-2.813779999999999859e+01 0.000000000000000000e+00
-2.812419999999999831e+01 0.000000000000000000e+00
-2.811059999999999803e+01 0.000000000000000000e+00
-2.809699999999999775e+01 0.000000000000000000e+00
-2.808339999999999748e+01 0.000000000000000000e+00
-2.806979999999999720e+01 0.000000000000000000e+00
-2.805620000000000047e+01 0.000000000000000000e+00
-2.804260000000000019e+01 0.000000000000000000e+00
-2.802899999999999991e+01 0.000000000000000000e+00
-2.801549999999999940e+01 0.000000000000000000e+00
-2.800189999999999912e+01 0.000000000000000000e+00
-2.798829999999999885e+01 0.000000000000000000e+00
-2.797469999999999857e+01 0.000000000000000000e+00
-2.796109999999999829e+01 0.000000000000000000e+00
-2.794749999999999801e+01 0.000000000000000000e+00
-2.793389999999999773e+01 0.000000000000000000e+00
-2.792029999999999745e+01 0.000000000000000000e+00
-2.790669999999999717e+01 0.000000000000000000e+00
-2.789310000000000045e+01 0.000000000000000000e+00
-2.787950000000000017e+01 0.000000000000000000e+00
-2.786589999999999989e+01 0.000000000000000000e+00
-2.785229999999999961e+01 0.000000000000000000e+00
-2.783879999999999910e+01 0.000000000000000000e+00
-2.782519999999999882e+01 0.000000000000000000e+00
-2.781159999999999854e+01 0.000000000000000000e+00
-2.779799999999999827e+01 0.000000000000000000e+00
-2.778439999999999799e+01 0.000000000000000000e+00
-2.777079999999999771e+01 0.000000000000000000e+00
-2.775719999999999743e+01 0.000000000000000000e+00
-2.774359999999999715e+01 0.000000000000000000e+00
-2.773000000000000043e+01 0.000000000000000000e+00
-2.771640000000000015e+01 0.000000000000000000e+00
-2.770279999999999987e+01 0.000000000000000000e+00
-2.768919999999999959e+01 0.000000000000000000e+00
-2.767569999999999908e+01 0.000000000000000000e+00
-2.766209999999999880e+01 0.000000000000000000e+00
-2.764849999999999852e+01 0.000000000000000000e+00
-2.763489999999999824e+01 0.000000000000000000e+00
-2.762129999999999797e+01 0.000000000000000000e+00
-2.760769999999999769e+01 0.000000000000000000e+00
-2.759409999999999741e+01 0.000000000000000000e+00
-2.758049999999999713e+01 0.000000000000000000e+00
-2.756690000000000040e+01 0.000000000000000000e+00
-2.755330000000000013e+01 0.000000000000000000e+00
-2.753969999999999985e+01 0.000000000000000000e+00
-2.752609999999999957e+01 0.000000000000000000e+00
-2.751249999999999929e+01 0.000000000000000000e+00
-2.749899999999999878e+01 0.000000000000000000e+00
-2.748539999999999850e+01 0.000000000000000000e+00
-2.747179999999999822e+01 0.000000000000000000e+00
-2.745819999999999794e+01 0.000000000000000000e+00
-2.744459999999999766e+01 0.000000000000000000e+00
-2.743099999999999739e+01 0.000000000000000000e+00
-2.741739999999999711e+01 0.000000000000000000e+00
-2.740380000000000038e+01 0.000000000000000000e+00
-2.739020000000000010e+01 0.000000000000000000e+00
-2.737659999999999982e+01 0.000000000000000000e+00
-2.736299999999999955e+01 0.000000000000000000e+00
-2.734939999999999927e+01 0.000000000000000000e+00
-2.733589999999999876e+01 0.000000000000000000e+00
-2.732229999999999848e+01 0.000000000000000000e+00
-2.730869999999999820e+01 0.000000000000000000e+00
-2.729509999999999792e+01 0.000000000000000000e+00
-2.728149999999999764e+01 0.000000000000000000e+00
-2.726789999999999736e+01 0.000000000000000000e+00
-2.725429999999999708e+01 0.000000000000000000e+00
-2.724070000000000036e+01 0.000000000000000000e+00
-2.722710000000000008e+01 0.000000000000000000e+00
-2.721349999999999980e+01 0.000000000000000000e+00
-2.719989999999999952e+01 0.000000000000000000e+00
-2.718629999999999924e+01 0.000000000000000000e+00
-2.717269999999999897e+01 0.000000000000000000e+00
-2.715919999999999845e+01 0.000000000000000000e+00
-2.714559999999999818e+01 0.000000000000000000e+00
-2.713199999999999790e+01 0.000000000000000000e+00
-2.711839999999999762e+01 0.000000000000000000e+00
-2.710479999999999734e+01 0.000000000000000000e+00
-2.709119999999999706e+01 0.000000000000000000e+00
-2.707760000000000034e+01 0.000000000000000000e+00
-2.706400000000000006e+01 0.000000000000000000e+00
-2.705039999999999978e+01 0.000000000000000000e+00
-2.703679999999999950e+01 0.000000000000000000e+00
-2.702319999999999922e+01 0.000000000000000000e+00
-2.700959999999999894e+01 0.000000000000000000e+00
-2.699609999999999843e+01 0.000000000000000000e+00
-2.698249999999999815e+01 0.000000000000000000e+00
-2.696889999999999787e+01 0.000000000000000000e+00
-2.695529999999999760e+01 0.000000000000000000e+00
-2.694169999999999732e+01 0.000000000000000000e+00
-2.692809999999999704e+01 0.000000000000000000e+00
-2.691450000000000031e+01 0.000000000000000000e+00
-2.690090000000000003e+01 0.000000000000000000e+00
-2.688729999999999976e+01 0.000000000000000000e+00
-2.687369999999999948e+01 0.000000000000000000e+00
-2.686009999999999920e+01 0.000000000000000000e+00
-2.684649999999999892e+01 0.000000000000000000e+00
-2.683289999999999864e+01 0.000000000000000000e+00
-2.681939999999999813e+01 0.000000000000000000e+00
-2.680579999999999785e+01 0.000000000000000000e+00
-2.679219999999999757e+01 0.000000000000000000e+00
-2.677859999999999729e+01 0.000000000000000000e+00
-2.676499999999999702e+01 0.000000000000000000e+00
-2.675140000000000029e+01 0.000000000000000000e+00
-2.673780000000000001e+01 0.000000000000000000e+00
-2.672419999999999973e+01 0.000000000000000000e+00
-2.671059999999999945e+01 0.000000000000000000e+00
-2.669699999999999918e+01 0.000000000000000000e+00
-2.668339999999999890e+01 0.000000000000000000e+00
-2.666979999999999862e+01 0.000000000000000000e+00
-2.665629999999999811e+01 0.000000000000000000e+00
-2.664269999999999783e+01 0.000000000000000000e+00
-2.662909999999999755e+01 0.000000000000000000e+00
-2.661549999999999727e+01 0.000000000000000000e+00
-2.660189999999999699e+01 0.000000000000000000e+00
-2.658830000000000027e+01 0.000000000000000000e+00
-2.657469999999999999e+01 0.000000000000000000e+00
-2.656109999999999971e+01 0.000000000000000000e+00
-2.654749999999999943e+01 0.000000000000000000e+00
-2.653389999999999915e+01 0.000000000000000000e+00
-2.652029999999999887e+01 0.000000000000000000e+00
-2.650669999999999860e+01 0.000000000000000000e+00
-2.649309999999999832e+01 0.000000000000000000e+00
-2.647959999999999781e+01 0.000000000000000000e+00
-2.646599999999999753e+01 0.000000000000000000e+00
-2.645239999999999725e+01 0.000000000000000000e+00
-2.643879999999999697e+01 0.000000000000000000e+00
-2.642520000000000024e+01 0.000000000000000000e+00
-2.641159999999999997e+01 0.000000000000000000e+00
-2.639799999999999969e+01 0.000000000000000000e+00
-2.638439999999999941e+01 0.000000000000000000e+00
-2.637079999999999913e+01 0.000000000000000000e+00
-2.635719999999999885e+01 0.000000000000000000e+00
-2.634359999999999857e+01 0.000000000000000000e+00
-2.632999999999999829e+01 0.000000000000000000e+00
-2.631649999999999778e+01 0.000000000000000000e+00
-2.630289999999999750e+01 0.000000000000000000e+00
-2.628929999999999723e+01 0.000000000000000000e+00
-2.627570000000000050e+01 0.000000000000000000e+00
-2.626210000000000022e+01 0.000000000000000000e+00
-2.624849999999999994e+01 0.000000000000000000e+00
-2.623489999999999966e+01 0.000000000000000000e+00
-2.622129999999999939e+01 0.000000000000000000e+00
-2.620769999999999911e+01 0.000000000000000000e+00
-2.619409999999999883e+01 0.000000000000000000e+00
-2.618049999999999855e+01 0.000000000000000000e+00
-2.616689999999999827e+01 0.000000000000000000e+00
-2.615329999999999799e+01 0.000000000000000000e+00
-2.613979999999999748e+01 0.000000000000000000e+00
-2.612619999999999720e+01 0.000000000000000000e+00
-2.611260000000000048e+01 0.000000000000000000e+00
-2.609900000000000020e+01 0.000000000000000000e+00
-2.608539999999999992e+01 0.000000000000000000e+00
-2.607179999999999964e+01 0.000000000000000000e+00
-2.605819999999999936e+01 0.000000000000000000e+00
-2.604459999999999908e+01 0.000000000000000000e+00
-2.603099999999999881e+01 0.000000000000000000e+00
-2.601739999999999853e+01 0.000000000000000000e+00
-2.600379999999999825e+01 0.000000000000000000e+00
-2.599019999999999797e+01 0.000000000000000000e+00
-2.597669999999999746e+01 0.000000000000000000e+00
-2.596309999999999718e+01 0.000000000000000000e+00
-2.594950000000000045e+01 0.000000000000000000e+00
-2.593590000000000018e+01 0.000000000000000000e+00
-2.592229999999999990e+01 0.000000000000000000e+00
-2.590869999999999962e+01 0.000000000000000000e+00
-2.589509999999999934e+01 0.000000000000000000e+00
-2.588149999999999906e+01 0.000000000000000000e+00
-2.586789999999999878e+01 0.000000000000000000e+00
-2.585429999999999851e+01 0.000000000000000000e+00
-2.584069999999999823e+01 0.000000000000000000e+00
-2.582709999999999795e+01 0.000000000000000000e+00
-2.581349999999999767e+01 0.000000000000000000e+00
-2.579999999999999716e+01 0.000000000000000000e+00
-2.578640000000000043e+01 0.000000000000000000e+00
-2.577280000000000015e+01 0.000000000000000000e+00
-2.575919999999999987e+01 0.000000000000000000e+00
-2.574559999999999960e+01 0.000000000000000000e+00
-2.573199999999999932e+01 0.000000000000000000e+00
-2.571839999999999904e+01 0.000000000000000000e+00
-2.570479999999999876e+01 0.000000000000000000e+00
-2.569119999999999848e+01 0.000000000000000000e+00
-2.567759999999999820e+01 0.000000000000000000e+00
-2.566399999999999793e+01 0.000000000000000000e+00
-2.565039999999999765e+01 0.000000000000000000e+00
-2.563689999999999714e+01 0.000000000000000000e+00
-2.562330000000000041e+01 0.000000000000000000e+00
-2.560970000000000013e+01 0.000000000000000000e+00
-2.559609999999999985e+01 0.000000000000000000e+00
-2.558249999999999957e+01 0.000000000000000000e+00
-2.556889999999999930e+01 0.000000000000000000e+00
-2.555529999999999902e+01 0.000000000000000000e+00
-2.554169999999999874e+01 0.000000000000000000e+00
-2.552809999999999846e+01 0.000000000000000000e+00
-2.551449999999999818e+01 0.000000000000000000e+00
-2.550089999999999790e+01 0.000000000000000000e+00
-2.548729999999999762e+01 0.000000000000000000e+00
-2.547369999999999735e+01 0.000000000000000000e+00
-2.546020000000000039e+01 0.000000000000000000e+00
-2.544660000000000011e+01 0.000000000000000000e+00
-2.543299999999999983e+01 0.000000000000000000e+00
-2.541939999999999955e+01 0.000000000000000000e+00
-2.540579999999999927e+01 0.000000000000000000e+00
-2.539219999999999899e+01 0.000000000000000000e+00
-2.537859999999999872e+01 0.000000000000000000e+00
-2.536499999999999844e+01 0.000000000000000000e+00
-2.535139999999999816e+01 0.000000000000000000e+00
-2.533779999999999788e+01 0.000000000000000000e+00
-2.532419999999999760e+01 0.000000000000000000e+00
-2.531059999999999732e+01 0.000000000000000000e+00
-2.529710000000000036e+01 0.000000000000000000e+00
-2.528350000000000009e+01 0.000000000000000000e+00
-2.526989999999999981e+01 0.000000000000000000e+00
-2.525629999999999953e+01 0.000000000000000000e+00
-2.524269999999999925e+01 0.000000000000000000e+00
-2.522909999999999897e+01 0.000000000000000000e+00
-2.521549999999999869e+01 0.000000000000000000e+00
-2.520189999999999841e+01 0.000000000000000000e+00
-2.518829999999999814e+01 0.000000000000000000e+00
-2.517469999999999786e+01 0.000000000000000000e+00
-2.516109999999999758e+01 0.000000000000000000e+00
-2.514749999999999730e+01 0.000000000000000000e+00
-2.513389999999999702e+01 0.000000000000000000e+00
-2.512040000000000006e+01 0.000000000000000000e+00
-2.510679999999999978e+01 0.000000000000000000e+00
-2.509319999999999951e+01 0.000000000000000000e+00
-2.507959999999999923e+01 0.000000000000000000e+00
-2.506599999999999895e+01 0.000000000000000000e+00
-2.505239999999999867e+01 0.000000000000000000e+00
-2.503879999999999839e+01 0.000000000000000000e+00
-2.502519999999999811e+01 0.000000000000000000e+00
-2.501159999999999783e+01 0.000000000000000000e+00
-2.499799999999999756e+01 0.000000000000000000e+00
-2.498439999999999728e+01 0.000000000000000000e+00
-2.497079999999999700e+01 0.000000000000000000e+00
-2.495730000000000004e+01 0.000000000000000000e+00
-2.494369999999999976e+01 0.000000000000000000e+00
-2.493009999999999948e+01 0.000000000000000000e+00
-2.491649999999999920e+01 0.000000000000000000e+00
-2.490289999999999893e+01 0.000000000000000000e+00
-2.488929999999999865e+01 0.000000000000000000e+00
-2.487569999999999837e+01 0.000000000000000000e+00
-2.486209999999999809e+01 0.000000000000000000e+00
-2.484849999999999781e+01 0.000000000000000000e+00
-2.483489999999999753e+01 0.000000000000000000e+00
-2.482129999999999725e+01 0.000000000000000000e+00
-2.480769999999999698e+01 0.000000000000000000e+00
-2.479410000000000025e+01 0.000000000000000000e+00
-2.478059999999999974e+01 0.000000000000000000e+00
-2.476699999999999946e+01 0.000000000000000000e+00
-2.475339999999999918e+01 0.000000000000000000e+00
-2.473979999999999890e+01 0.000000000000000000e+00
-2.472619999999999862e+01 0.000000000000000000e+00
-2.471259999999999835e+01 0.000000000000000000e+00
-2.469899999999999807e+01 0.000000000000000000e+00
-2.468539999999999779e+01 0.000000000000000000e+00
-2.467179999999999751e+01 0.000000000000000000e+00
-2.465819999999999723e+01 0.000000000000000000e+00
-2.464460000000000051e+01 0.000000000000000000e+00
-2.463100000000000023e+01 0.000000000000000000e+00
-2.461749999999999972e+01 0.000000000000000000e+00
-2.460389999999999944e+01 0.000000000000000000e+00
-2.459029999999999916e+01 0.000000000000000000e+00
-2.457669999999999888e+01 0.000000000000000000e+00
-2.456309999999999860e+01 0.000000000000000000e+00
-2.454949999999999832e+01 0.000000000000000000e+00
-2.453589999999999804e+01 0.000000000000000000e+00
-2.452229999999999777e+01 0.000000000000000000e+00
-2.450869999999999749e+01 0.000000000000000000e+00
-2.449509999999999721e+01 0.000000000000000000e+00
-2.448150000000000048e+01 0.000000000000000000e+00
-2.446790000000000020e+01 0.000000000000000000e+00
-2.445429999999999993e+01 0.000000000000000000e+00
-2.444079999999999941e+01 0.000000000000000000e+00
-2.442719999999999914e+01 0.000000000000000000e+00
-2.441359999999999886e+01 0.000000000000000000e+00
-2.439999999999999858e+01 0.000000000000000000e+00
-2.438639999999999830e+01 0.000000000000000000e+00
-2.437279999999999802e+01 0.000000000000000000e+00
-2.435919999999999774e+01 0.000000000000000000e+00
-2.434559999999999746e+01 0.000000000000000000e+00
-2.433199999999999719e+01 0.000000000000000000e+00
-2.431840000000000046e+01 0.000000000000000000e+00
-2.430480000000000018e+01 0.000000000000000000e+00
-2.429119999999999990e+01 0.000000000000000000e+00
-2.427769999999999939e+01 0.000000000000000000e+00
-2.426409999999999911e+01 0.000000000000000000e+00
-2.425049999999999883e+01 0.000000000000000000e+00
-2.423689999999999856e+01 0.000000000000000000e+00
-2.422329999999999828e+01 0.000000000000000000e+00
-2.420969999999999800e+01 0.000000000000000000e+00
-2.419609999999999772e+01 0.000000000000000000e+00
-2.418249999999999744e+01 0.000000000000000000e+00
-2.416889999999999716e+01 0.000000000000000000e+00
-2.415530000000000044e+01 0.000000000000000000e+00
-2.414170000000000016e+01 0.000000000000000000e+00
-2.412809999999999988e+01 0.000000000000000000e+00
-2.411449999999999960e+01 0.000000000000000000e+00
-2.410099999999999909e+01 0.000000000000000000e+00
-2.408739999999999881e+01 0.000000000000000000e+00
-2.407379999999999853e+01 0.000000000000000000e+00
-2.406019999999999825e+01 0.000000000000000000e+00
-2.404659999999999798e+01 0.000000000000000000e+00
-2.403299999999999770e+01 0.000000000000000000e+00
-2.401939999999999742e+01 0.000000000000000000e+00
-2.400579999999999714e+01 0.000000000000000000e+00
-2.399220000000000041e+01 0.000000000000000000e+00
-2.397860000000000014e+01 0.000000000000000000e+00
-2.396499999999999986e+01 0.000000000000000000e+00
-2.395139999999999958e+01 0.000000000000000000e+00
-2.393789999999999907e+01 0.000000000000000000e+00
-2.392429999999999879e+01 0.000000000000000000e+00
-2.391069999999999851e+01 0.000000000000000000e+00
-2.389709999999999823e+01 0.000000000000000000e+00
-2.388349999999999795e+01 0.000000000000000000e+00
-2.386989999999999768e+01 0.000000000000000000e+00
-2.385629999999999740e+01 0.000000000000000000e+00
-2.384269999999999712e+01 0.000000000000000000e+00
-2.382910000000000039e+01 0.000000000000000000e+00
-2.381550000000000011e+01 0.000000000000000000e+00
-2.380189999999999984e+01 0.000000000000000000e+00
-2.378829999999999956e+01 0.000000000000000000e+00
-2.377469999999999928e+01 0.000000000000000000e+00
-2.376119999999999877e+01 0.000000000000000000e+00
-2.374759999999999849e+01 0.000000000000000000e+00
-2.373399999999999821e+01 0.000000000000000000e+00
-2.372039999999999793e+01 0.000000000000000000e+00
-2.370679999999999765e+01 0.000000000000000000e+00
-2.369319999999999737e+01 0.000000000000000000e+00
-2.367959999999999710e+01 0.000000000000000000e+00
-2.366600000000000037e+01 0.000000000000000000e+00
-2.365240000000000009e+01 0.000000000000000000e+00
-2.363879999999999981e+01 0.000000000000000000e+00
-2.362519999999999953e+01 0.000000000000000000e+00
-2.361159999999999926e+01 0.000000000000000000e+00
-2.359809999999999874e+01 0.000000000000000000e+00
-2.358449999999999847e+01 0.000000000000000000e+00
-2.357089999999999819e+01 0.000000000000000000e+00
-2.355729999999999791e+01 0.000000000000000000e+00
-2.354369999999999763e+01 0.000000000000000000e+00
-2.353009999999999735e+01 0.000000000000000000e+00
-2.351649999999999707e+01 0.000000000000000000e+00
-2.350290000000000035e+01 0.000000000000000000e+00
-2.348930000000000007e+01 0.000000000000000000e+00
-2.347569999999999979e+01 0.000000000000000000e+00
-2.346209999999999951e+01 0.000000000000000000e+00
-2.344849999999999923e+01 0.000000000000000000e+00
-2.343489999999999895e+01 0.000000000000000000e+00
-2.342139999999999844e+01 0.000000000000000000e+00
-2.340779999999999816e+01 0.000000000000000000e+00
-2.339419999999999789e+01 0.000000000000000000e+00
-2.338059999999999761e+01 0.000000000000000000e+00
-2.336699999999999733e+01 0.000000000000000000e+00
-2.335339999999999705e+01 0.000000000000000000e+00
-2.333980000000000032e+01 0.000000000000000000e+00
-2.332620000000000005e+01 0.000000000000000000e+00
-2.331259999999999977e+01 0.000000000000000000e+00
-2.329899999999999949e+01 0.000000000000000000e+00
-2.328539999999999921e+01 0.000000000000000000e+00
-2.327179999999999893e+01 0.000000000000000000e+00
-2.325829999999999842e+01 0.000000000000000000e+00
-2.324469999999999814e+01 0.000000000000000000e+00
-2.323109999999999786e+01 0.000000000000000000e+00
-2.321749999999999758e+01 0.000000000000000000e+00
-2.320389999999999731e+01 0.000000000000000000e+00
